NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
"Apele Române Formația Baia de Aramă","Strada Constantin Brâncoveanu 225100 Baia de Aramă","Government or Community Facility","N/A","Mehedinți",44.99679,22.81318,0
"Baia de Arieș (Baia de Aries)","Alba","City, Town or Village","N/A","Mehedinți",46.38204,23.28138,0
"Carta Monastery","DJ105D 557070 Cârța","Sights & Museums","N/A","Mehedinți",45.785277,24.568428,0
"Baia de Aramă Monastery","Mehedinți, Romania","Attraction","N/A","Mehedinți",45.22367083333333,23.958748083333333,0
"Old City Cafe Lounge & Pub","Piața Trandafirilor 540053 Târgu Mureș","Coffee/Tea","N/A","Mureș",46.54392,24.56057,0
"Aeroportul Transilvania Târgu Mureș","547605 Vidrasău","Airport","N/A","Mureș",46.4672,24.4243,0
"Târgu Mureș Nord","Strada 30 Decembrie 540121 Târgu Mureș","Railway Station","N/A","Mureș",46.55414,24.56486,0
"Gara Târgu Mureș","Piața Gării Târgu Mureș","Railway Station","N/A","Mureș",46.53324,24.54948,0
"Cinema City","243 Târgu Mureș","Cinema","N/A","Mureș",46.50969,24.51079,0
"Continental","Piața Teatrului Târgu Mureș","Bar/Pub","N/A","Mureș",46.54706,24.56132,0
"Mures Mall","Bulevardul Gheorghe Doja Târgu Mureș","Shopping Centre","N/A","Mureș",46.53978,24.55801,0
"Targu Mures Fortress","Bulevardul Cetății 540089 Târgu Mureș","Sights & Museums","N/A","Mureș",46.54846,24.56792,0
"Promenada Mall","Strada Gheorghe Doja Târgu Mureș","Shopping Centre","N/A","Mureș",46.50952,24.51109,0
"Synagogue of TG. Mures","Strada Aurel Filimon 23 540035 Târgu Mureș","Religious Place","N/A","Mureș",46.54535,24.55763,0
"City Pharma","Strada Doctor Gheorghe Marinescu Târgu Mureș","Chemist's","N/A","Mureș",46.5594,24.58134,0
"City Plus Pharma","Bulevardul 1848 540422 Târgu Mureș","Chemist's","N/A","Mureș",46.52834,24.55369,0
"Mbo City","Târgu Mureș","Petrol Station","N/A","Mureș",46.53384,24.57147,0
"Cinema City Romania","Strada Gheorghe Doja 243 540052 Târgu Mureș","Cinema","N/A","Mureș",46.51116,24.51014,0
"New York City Pub&Grill","Târgu Mureș","Restaurant","N/A","Mureș",46.53947,24.55769,0
"The old city of Târgu Mureș","Mureș, Romania","Attraction","N/A","Mureș",46.53137133333334,24.542686666666665,0
"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Mureș",45.79653,24.15249,0
"Medieval Cafe Restaurant","Strada Cositorarilor 10 545400 Sighișoara","Restaurant","N/A","Mureș",46.2191,24.79263,0
"Orasul Medieval","Strada Libertății 545400 Sighișoara","Going Out","N/A","Mureș",46.22581,24.79758,0
"Cabinet Medical Mens Sana","Strada Târnavei 35 545400 Sighișoara","Hospital or Healthcare Facility","N/A","Mureș",46.22296,24.78843,0
"The medieval city of Sighișoara","Mureș, Romania","Attraction","N/A","Mureș",46.116099999999996,24.6327825,0
"Danubius Health Spa Resort Sovata","Strada Vulturului 68 545500 Sovata","Hotel","N/A","Mureș",46.60217,25.08824,0
"Danubius Health Spa Resort Bradet","Strada Vulturului 68 545500 Sovata","Hotel","N/A","Mureș",46.60294,25.0901,0
"Sovata resort","Mureș, Romania","Attraction","N/A","Mureș",46.602554999999995,25.08917,0
"Primăria Reghin","Piața Petru Maior 545300 Reghin","Government or Community Facility","N/A","Mureș",46.78148,24.70147,0
"Gara Reghin","Strada Gării 545300 Reghin","Railway Station","N/A","Mureș",46.7805,24.7189,0
"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Mureș",45.79653,24.15249,0
"The city of Reghin","Mureș, Romania","Attraction","N/A","Mureș",46.45283666666666,24.52428666666667,0
"The medieval fortified church of Saschiz","Mureș, Romania","Attraction","N/A","Mureș",0,0,0
"Călimani Mountains - Gurghiu Mountains","Mureș, Romania","Attraction","N/A","Mureș",0,0,0
"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Neamț",45.79653,24.15249,0
"Gara Piatra Neamț","Piatra Neamț","Railway Station","N/A","Neamț",46.92764,26.3611,0
"Shopping City Piatra Neamt","Bulevardul Decebal 79 610039 Piatra Neamț","Shop","N/A","Neamț",46.93612,26.34879,0
"Galeria Piatra Neamț","610039 Piatra Neamț","Shopping Centre","N/A","Neamț",46.918536,26.390707,0
"Shopping City Piatra Neamț","3 Piatra Neamț","EV Charging Station","N/A","Neamț",46.934249,26.348681,0
"Primaria Municipiului Piatra Neamt","Piața Ștefan cel Mare 6 610101 Piatra Neamț","Government or Community Facility","N/A","Neamț",46.933777,26.368698,0
"Central Plaza Hotel","Strada Petrodava 1 Piatra Neamț","Hotel","N/A","Neamț",46.929896,26.363604,0
"Shopping City Piatra Neamț","Piatra Neamț","Parking Facility","N/A","Neamț",46.93494,26.34906,0
"Cadouri Shopping City Piatra Neamt","Bulevardul Decebal 79 610039 Piatra Neamț","Shopping Centre","N/A","Neamț",46.93612,26.34879,0
"Secția Drumuri Naționale Piatra-Neamț","Strada Arcului 610058 Piatra Neamț","Government or Community Facility","N/A","Neamț",46.936124,26.342759,0
"Casa de Cultura Piatra-Neamt","Bulevardul Decebal 610039 Piatra Neamț","Theatre, Music & Culture","N/A","Neamț",46.929697,26.364696,0
"Nefertiti","Bulevardul Decebal 610052 Piatra Neamț","Restaurant","N/A","Neamț",46.93636,26.35009,0
"Kaufland","Piatra Neamț","Food & Drink","N/A","Neamț",46.93789,26.37893,0
"Cream Outlet Piatra-Neamt","Piața Ștefan cel Mare 610016 Piatra Neamț","Shop","N/A","Neamț",46.93107,26.37088,0
"Diana","Aleea Caișilor 610013 Piatra Neamț","Shop","N/A","Neamț",46.92912,26.36412,0
"Grand Hotel Ceahlau Piatra Neamt","Piatra Neamț","Hotel","N/A","Neamț",46.93162,26.37084,0
"NEW YORKER","DN15 610191 Piatra Neamț","Clothing & Accessories","N/A","Neamț",46.91799,26.3896,0
"Salon Orhidee","Bulevardul Republicii 610005 Piatra Neamț","Shop","N/A","Neamț",46.92953,26.36382,0
"The city of Piatra Neamț, with its medieval square and ski facilities;","Neamț, Romania","Attraction","N/A","Neamț",46.86817827777778,26.240425277777778,0
"Cinema City Romania","Strada Gheorghe Doja 243 540052 Târgu Mureș","Cinema","N/A","Neamț",46.51116,24.51014,0
"Cinema City Romania","Strada Ferdinand 38 240571 Râmnicu Vâlcea","Cinema","N/A","Neamț",45.10999,24.3786,0
"Casa Româneasca Shopping City","Strada Ferdinand 38 240571 Râmnicu Vâlcea","Snacks/Fast food","N/A","Neamț",45.10999,24.3786,0
"Cinema City Romania","Pitești","Cinema","N/A","Neamț",44.86641,24.88391,0
"The city of Roman","Neamț, Romania","Attraction","N/A","Neamț",45.3993875,24.537812499999998,0
"Varatec Monastery","Strada Schimbarea La Față 617013 Agapia","Religious Place","N/A","Neamț",47.139602,26.269447,0
"Agapia Monastery","Neamț, Romania","Attraction","N/A","Neamț",47.139602,26.269447,0
"Bistrita Monastery","Strada Valea Mare 617508 Alexandru cel Bun","Religious Place","N/A","Neamț",46.95764,26.28795,0
"Bistrița Monastery","Neamț, Romania","Attraction","N/A","Neamț",46.95764,26.28795,0
"Durău Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Horaița Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Neamț Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Pângărați Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Petru Vodă","Poiana Teiului","Administrative Region","N/A","Neamț",47.12898,25.9981,0
"Petru","Strada Știrbei Vodă Râmnicu Vâlcea","Food & Drink","N/A","Neamț",45.10277,24.3631,0
"Strada Petru Vodă","051998 Bucharest","Street or Square","N/A","Neamț",44.40089,26.0642,0
"Mănăstirea Petru Vodă","Poiana Teiului","Religious Place","N/A","Neamț",47.17866,25.96443,0
"Școala Generală Petru Vodă","617346 Poiana Teiului","Educational Facility","N/A","Neamț",47.12374,25.99935,0
"Oficiu Poștal Petru Vodă","DN15B 617346 Poiana Teiului","Post Office","N/A","Neamț",47.11049,25.99663,0
"Cabinet Medical Dr. Blaj D. Petru","Strada Cuza Vodă 805300 Tecuci","Hospital or Healthcare Facility","N/A","Neamț",45.84326,27.44149,0
"Biserica Romano-Catolica Sf. Apostoli Petru si Paul","Strada Cuza Vodă 620034 Focșani","Religious Place","N/A","Neamț",45.7004,27.1897,0
"Strada Petru Rareș (Strada Petru Rares)","Vadul lui Vodă Moldova","Street or Square","N/A","Neamț",47.09052,29.07197,0
"Petru Vodă Monastery","Neamț, Romania","Attraction","N/A","Neamț",46.29774555555556,26.454329999999995,0
"Războieni Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Secu Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Sihăstria Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Sihla Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Varatec Monastery","Strada Schimbarea La Față 617013 Agapia","Religious Place","N/A","Neamț",47.139602,26.269447,0
"Văratec Monastery","Neamț, Romania","Attraction","N/A","Neamț",47.139602,26.269447,0
"Parcul Natural Vânători Neamț","Strada Principală 617010 Agapia","Recreation","N/A","Neamț",47.1738,26.28159,0
"Vanatori Neamt Nature Park","Strada Zimbrului 2 611156 Roman","Recreation","N/A","Neamț",46.9289,26.95226,0
"Parcul Natural Vanatori Neamt","DN15C Bălțătești","Recreation","N/A","Neamț",47.1199,26.31012,0
"Parcul Natural Vânători-Neamț","DN15B 617500 Vânători-Neamț","Sights & Museums","N/A","Neamț",47.23265,26.22416,0
"Parcul Natural Vanatori Neamt","DJ155C Vânători-Neamț","Government or Community Facility","N/A","Neamț",47.23844,26.23211,0
"Mănăstirea Sihastria","DJ157F 617500 Vânători-Neamț","Religious Place","N/A","Neamț",47.17495,26.16898,0
"Primăria Vânători-Neamț","DN15B 617500 Vânători-Neamț","Government or Community Facility","N/A","Neamț",47.21461,26.31691,0
"Biblioteca Vânători-Neamț","DN15B 617500 Vânători-Neamț","Library","N/A","Neamț",47.21618,26.3121,0
"Poliția Vânători-Neamț","DN15B 617500 Vânători-Neamț","Police Station","N/A","Neamț",47.21501,26.31561,0
"Oficiu Poștal Vânători-Neamț","DN15B 617500 Vânători-Neamț","Post Office","N/A","Neamț",47.21624,26.31192,0
"park near Vânători-Neamț, Romania","N/A","undefined","N/A","Neamț",47.21684,26.31024,0
"part near Vânători-Neamț, Romania","N/A","undefined","N/A","Neamț",47.21684,26.31024,0
"park near Mânăstirea Neamț, Vânători-Neamț, Romania","N/A","undefined","N/A","Neamț",47.2676,26.20233,0
"part near Mânăstirea Neamț, Vânători-Neamț, Romania","N/A","undefined","N/A","Neamț",47.2676,26.20233,0
"Vânători-Neamț Natural Park","Neamț, Romania","Attraction","N/A","Neamț",47.192825714285725,26.31792142857143,0
"Neamț Citadel","Târgu Neamț","Sights & Museums","N/A","Neamț",47.21461,26.34369,0
"Târgu Neamț","Neamț","City, Town or Village","N/A","Neamț",47.2057,26.36921,0
"Cetatea Neamt","615200 Târgu Neamț","Sights & Museums","N/A","Neamț",47.21465,26.34373,0
"Primăria Târgu Neamț","DN15B 615200 Târgu Neamț","Government or Community Facility","N/A","Neamț",47.20554,26.36786,0
"Strada Târgu Neamț","060941 Bucharest","Street or Square","N/A","Neamț",44.41871,26.02652,0
"Neamt Fortress","615200 Târgu Neamț","Sights & Museums","N/A","Neamț",47.21462,26.34373,0
"Stadion Cetatea Târgu Neamț","Strada 1 Decembrie 1918 615200 Târgu Neamț","Sport Facility/Venue","N/A","Neamț",47.20993,26.34484,0
"Poliția Târgu Neamț","DN15B 615200 Târgu Neamț","Police Station","N/A","Neamț",47.20568,26.37289,0
"Spitalul Orășenesc Târgu Neamț","Bulevardul Ștefan cel Mare 615200 Târgu Neamț","Hospital","N/A","Neamț",47.20719,26.3578,0
"Aleea Târgu Neamț","062052 Bucharest","Street or Square","N/A","Neamț",44.41795,26.02709,0
"Fight Club Scorpions Tîrgu-Neamț","Bulevardul Ștefan cel Mare 615200 Târgu Neamț","Sport Facility/Venue","N/A","Neamț",47.20571,26.36571,0
"Neamț Citadel in Târgu Neamț","Neamț, Romania","Attraction","N/A","Neamț",46.70184454545454,26.296642727272726,0
"park near Ceahlău, Romania","N/A","undefined","N/A","Neamț",47.03968,25.95382,0
"Ceahlău","Neamț","City, Town or Village","N/A","Neamț",47.03968,25.95382,0
"Mecanica Ceahlău","Strada Dumbravei 610202 Piatra Neamț","Outdoor Area/Complex","N/A","Neamț",46.90847,26.41484,0
"Strada Ceahlău","551113 Mediaș","Street or Square","N/A","Neamț",46.16977,24.33043,0
"Primăria Ceahlău","617125 Ceahlău","Government or Community Facility","N/A","Neamț",47.04259,25.96266,0
"Strada Ceahlău","060941 Bucharest","Street or Square","N/A","Neamț",44.45553,26.04906,0
"Strada Ceahlău","505100 Codlea","Street or Square","N/A","Neamț",45.69109,25.44078,0
"Strada Ceahlău","500128 Brasov","Street or Square","N/A","Neamț",45.62948,25.5718,0
"Strada Ceahlău","540402 Targu Mures","Street or Square","N/A","Neamț",46.53116,24.55297,0
"Strada Ceahlău","400488 Cluj-Napoca","Street or Square","N/A","Neamț",46.75945,23.58954,0
"Grădinița Ceahlău","DJ155F 617125 Ceahlău","Educational Facility","N/A","Neamț",47.03316,25.94385,0
"Strada Ceahlău","100051 Ploiesti","Street or Square","N/A","Neamț",44.93587,26.01809,0
"Ceahlău","Strada Barajului 615100 Bicaz","Accommodation","N/A","Neamț",46.91495,26.08616,0
"Strada Ceahlău","505300 Predeal","Street or Square","N/A","Neamț",45.50739,25.57144,0
"Ceahlău","Strada Ceahlăul 20 București","Food & Drink","N/A","Neamț",44.45715,26.04722,0
"part near Ceahlău, Romania","N/A","undefined","N/A","Neamț",47.03968,25.95382,0
"Ceahlău National Park","Neamț, Romania","Attraction","N/A","Neamț",46.19719375,25.59001875,0
"Bicaz Canyon - Cheile Bicazului","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
"Ski Vidra Transalpina","DJ701D 247750 Voineasa","Leisure & Outdoor","N/A","Neamț",45.42245,23.69544,0
"Ranca Ski Resort","Baia de Fier","Leisure & Outdoor","N/A","Neamț",45.3143,23.68631,0
"Predeal Ski Area","Strada Clăbucet 505300 Predeal","Sport Facility/Venue","N/A","Neamț",45.49383,25.57277,0
"Valtour Ski School","Strada Poiana lui Neagoe 500001 Brașov","Sport Facility/Venue","N/A","Neamț",45.593194,25.549344,0
"Azuga Ski & Bike Resort","Strada Sorica 3 105100 Azuga","Hotel","N/A","Neamț",45.44366,25.58654,0
"Durău Ski Resort","Neamț, Romania","Attraction","N/A","Neamț",45.4534868,24.8180808,0
"Hanul Ancuței","DN2 617482 Tupilați","Accommodation","N/A","Neamț",47.09911,26.69793,0
"Hanu Ancuței","Neamț, Romania","Attraction","N/A","Neamț",47.09911,26.69793,0
"Gara Slatina","Piața Gării 230071 Slatina","Railway Station","N/A","Olt",44.42862,24.38841,0
"City Hotel Slatina","Strada Ecaterina Teodoroiu 230053 Slatina","Hotel","N/A","Olt",44.42532,24.3767,0
"Spitalul Județean Slatina","Strada Crișan Slatina","Hospital","N/A","Olt",44.43179,24.36655,0
"The city of Slatina.","Olt, Romania","Attraction","N/A","Olt",44.428576666666665,24.377219999999998,0
"Jedrenje Dunavom ~~ Sailing On The Danube","Bulevar Milutina Milankovica 11070 Beograd Serbia","Going Out","N/A","Olt",44.805816,20.423963,0
"Fishing on the Danube and on the Olt River.","Olt, Romania","Attraction","N/A","Olt",44.805816,20.423963,0
"City of Corabia with an ancient Roman citadel, a large orthodox cathedral, Danube sunbathes, sailing and fishing.","Olt, Romania","Attraction","N/A","Olt",0,0,0
"The town of Scornicești - the birthplace of Nicolae Ceaușescu.","Olt, Romania","Attraction","N/A","Olt",0,0,0
"On the Prahova Valley:","Prahova, Romania","Attraction","N/A","Prahova",0,0,0
"Bike Resort Sinaia","DC120 106100 Sinaia","Sport Facility/Venue","N/A","Prahova",45.350906,25.533254,0
"The Sinaia Resort.","Prahova, Romania","Attraction","N/A","Prahova",45.350906,25.533254,0
"The Bușteni Resort.","Prahova, Romania","Attraction","N/A","Prahova",0,0,0
"Azuga Ski & Bike Resort","Strada Sorica 3 105100 Azuga","Hotel","N/A","Prahova",45.44366,25.58654,0
"The Azuga Resort.","Prahova, Romania","Attraction","N/A","Prahova",45.44366,25.58654,0
"Bucegi Mountains","137310 Moroeni","Recreation","N/A","Prahova",45.40832,25.4703,0
"The Bucegi Mountains.","Prahova, Romania","Attraction","N/A","Prahova",45.40832,25.4703,0
"On the Teleajen River Valley:","Prahova, Romania","Attraction","N/A","Prahova",0,0,0
"Vălenii de Munte","Prahova","City, Town or Village","N/A","Prahova",45.1943,26.04281,0
"Vălenii de Munte","Romania","Railway Station","N/A","Prahova",45.179445,26.034598,0
"Primăria Vălenii de Munte","Strada Berevoiești 106400 Vălenii de Munte","Government or Community Facility","N/A","Prahova",45.18666,26.03945,0
"Autogara Vălenii de Munte","106400 Vălenii de Munte","Public Transport","N/A","Prahova",45.17947,26.03528,0
"Sala de Sport","106400 Vălenii de Munte","Sport Facility/Venue","N/A","Prahova",45.17944,26.03554,0
"Vălenii de Mureș","Brâncovenești","Administrative Region","N/A","Prahova",46.89118,24.79827,0
"Strada Vălenii de Munte","012721 Bucharest","Street or Square","N/A","Prahova",44.48642,26.01183,0
"Poliția Vălenii de Munte","DN1A 106400 Vălenii de Munte","Police Station","N/A","Prahova",45.19422,26.04277,0
"Poliția Comunitară Vălenii de Munte","Strada Berevoiești 106400 Vălenii de Munte","Police Station","N/A","Prahova",45.18663,26.03924,0
"Poliția Vălenii de Munte","Strada Dimineții 106400 Vălenii de Munte","Police Station","N/A","Prahova",45.18862,26.04431,0
"Strada Vălenii de Munte","300757 Timisoara","Street or Square","N/A","Prahova",45.73276,21.2295,0
"Stadionul Vălenii de Munte","Bulevardul Nicolae Iorga 106400 Vălenii de Munte","Sport Facility/Venue","N/A","Prahova",45.195,26.04293,0
"Piața Vălenii de Munte","106400 Vălenii de Munte","Shop","N/A","Prahova",45.18951,26.039372,0
"Parchetul Vălenii de Munte","Bulevardul Nicolae Iorga 106400 Vălenii de Munte","Government or Community Facility","N/A","Prahova",45.1856,26.03818,0
"Taverna Romană - Vălenii de Munte","DN1A 107307 Gura Vitioarei","Restaurant","N/A","Prahova",45.13559,26.03115,0
"GERMANOS Vălenii de Munte","Bulevardul Nicolae Iorga 106400 Vălenii de Munte","Electronics","N/A","Prahova",45.18073,26.0365,0
"The Vălenii de Munte Resort.","Prahova, Romania","Attraction","N/A","Prahova",45.2803484375,25.658858125000005,0
"Cheia","107356 Măneciu","Administrative Region","N/A","Prahova",45.45396,25.93677,0
"Cheia","Moieciu","Administrative Region","N/A","Prahova",45.46364,25.30666,0
"Cheia","Băile Olănești","Administrative Region","N/A","Prahova",45.18473,24.21142,0
"Cheia","Mihai Viteazu","Administrative Region","N/A","Prahova",46.54399,23.71265,0
"Cheia","107356 Măneciu","Hotel","N/A","Prahova",45.45963,25.93518,0
"Mănăstirea Cheia","107356 Măneciu","Religious Place","N/A","Prahova",45.45527,25.9422,0
"Cheia","Grădina","Administrative Region","N/A","Prahova",44.52134,28.42736,0
"Cheia","Strada Smirodava Roman","Shop","N/A","Prahova",46.92494,26.93478,0
"Grădiniță Cheia","DJ654 245301 Băile Olănești","Educational Facility","N/A","Prahova",45.1834,24.2137,0
"Cheia Zaganului","107356 Măneciu","Hotel","N/A","Prahova",45.46614,25.92983,0
"Cabana Cheia","247025 Bărbătești","Accommodation","N/A","Prahova",45.27188,24.12304,0
"Ionescu Cheianu","Strada Silvicultorilor 245301 Băile Olănești","Educational Facility","N/A","Prahova",45.18275,24.21522,0
"Salvamont-Baza Cheia","DC22 107356 Măneciu","Government or Community Facility","N/A","Prahova",45.48967,25.94485,0
"Lăcătușeria Cheia de Aur","Strada Codrul Cosminului 500147 Brașov","Shop","N/A","Prahova",45.66181,25.60669,0
"Atelier Chei","Strada Teiului 505200 Făgăraș","Shop","N/A","Prahova",45.84185,24.96893,0
"Casa Ardeleana Cheia","DN1A 107356 Măneciu","Accommodation","N/A","Prahova",45.444859,25.937568,0
"Oficiu Poştal Cheia","Strada Principală 455 Măneciu","Post Office","N/A","Prahova",45.46399,25.93139,0
"Pensiunea Valea Mare - Cheia","DC41 107320 Izvoarele","Hostel","N/A","Prahova",45.282863,26.00078,0
"Strada Cheia","507131 Moieciu","Street or Square","N/A","Prahova",45.46137,25.3077,0
"Cheia.","Prahova, Romania","Attraction","N/A","Prahova",45.51358326315789,25.50456410526316,0
"Slănic-Moldova","Bacau","City, Town or Village","N/A","Prahova",46.22225,26.46807,0
"Slănic","Prahova","City, Town or Village","N/A","Prahova",45.23544,25.94011,0
"Slănic","Aninoasa","Administrative Region","N/A","Prahova",45.23068,24.8925,0
"Gara Slănic","Strada Vasile Alecsandri 237303 Slănic","Railway Station","N/A","Prahova",45.23218,25.93859,0
"Salina Slănic Prahova","237303 Slănic","Sights & Museums","N/A","Prahova",45.2359,25.94163,0
"Slănic","Strada Maramureș 237303 Slănic","Hotel","N/A","Prahova",45.22684,25.9302,0
"Strada Slănic","Cluj-Napoca","Street or Square","N/A","Prahova",46.77117,23.62093,0
"Primăria Slănic","Strada Alexandru Odobescu 237303 Slănic","Government or Community Facility","N/A","Prahova",45.234995,25.93973,0
"Mănăstirea Slănic","Aninoasa","Religious Place","N/A","Prahova",45.25256,24.87048,0
"Zărneștii de Slănic","Cernătești","Administrative Region","N/A","Prahova",45.28425,26.7519,0
"Slănic","Strada Nicolae Bălcescu 605500 Slănic-Moldova","Restaurant","N/A","Prahova",46.20654,26.43821,0
"Primăria Slănic Moldova","Strada Vasile Alecsandri 605500 Slănic-Moldova","Government or Community Facility","N/A","Prahova",46.20864,26.43977,0
"Slanic Salt Museum","Strada 23. August 23 237303 Slănic","Museum","N/A","Prahova",45.234281,25.937752,0
"Poiana Slănic H.","DJ102G 107654 Vărbilău","Railway Station","N/A","Prahova",45.15362,25.9863,0
"Poliția Slănic","Strada 23. August 237303 Slănic","Police Station","N/A","Prahova",45.233,25.93708,0
"Slănic.","Prahova, Romania","Attraction","N/A","Prahova",45.53082306666667,25.8022168,0
"The Zăganul Mountains","Prahova, Romania","Attraction","N/A","Prahova",0,0,0
"The Ciucaș Mountains.","Prahova, Romania","Attraction","N/A","Prahova",0,0,0
"On the Doftana River Valley:","Prahova, Romania","Attraction","N/A","Prahova",0,0,0
"The Telega Resort.","Prahova, Romania","Attraction","N/A","Prahova",0,0,0
"Valea Doftanei","Prahova","City, Town or Village","N/A","Prahova",45.32843,25.72384,0
"Primăria Valea Doftanei","DJ102I 107645 Valea Doftanei","Government or Community Facility","N/A","Prahova",45.30341,25.72191,0
"Cabana Izvoarele Doftanei","Strada Valea Negrașului 107640 Valea Doftanei","Accommodation","N/A","Prahova",45.34846,25.75369,0
"Strada Valea Oltului","060941 Bucharest","Street or Square","N/A","Prahova",44.42123,26.01284,0
"Drumul Valea Doftanei","061981 Bucharest","Street or Square","N/A","Prahova",44.41843,26.00671,0
"La Boboc Valea Doftanei","DJ102I Valea Doftanei","Restaurant","N/A","Prahova",45.302399,25.721701,0
"Strada Valea Doftanei","505600 Săcele","Street or Square","N/A","Prahova",45.51479,25.76662,0
"Vila Ancuta-Valea Doftanei-Prahova","DJ102I 107641 Valea Doftanei","Accommodation","N/A","Prahova",45.333617,25.725479,0
"Drumul Valea Danului","061982 Bucharest","Street or Square","N/A","Prahova",44.41757,26.01212,0
"Calea Doftanei","107645 Valea Doftanei","Street or Square","N/A","Prahova",45.30425,25.72108,0
"Casa de Vacanță Lucreţia - Valea Doftanei","DJ102I 107641 Valea Doftanei","Hotel","N/A","Prahova",45.329147,25.724324,0
"Cabana Izvoarele Doftanei","Strada Valea Negrașului 249 107640 Valea Doftanei","Accommodation","N/A","Prahova",45.34846,25.75375,0
"Pensiunea Valea Negrașului","Strada Valea Negrașului 248 107640 Valea Doftanei","Accommodation","N/A","Prahova",45.34811,25.75303,0
"Cabana Izvoarele Doftanei","Calea Trăisteniului 107641 Valea Doftanei","Hotel","N/A","Prahova",45.327197,25.726462,0
"Atra Doftana","Fundătura Cerbului 107640 Valea Doftanei","Accommodation","N/A","Prahova",45.27531,25.72892,0
"Pension Valea Negrasului","Strada Valea Negrașului 248B 107640 Valea Doftanei","Hotel","N/A","Prahova",45.34814,25.75303,0
"Cabanele Trei Ursuleti Cazare Valea Neagra, Valea Doftanei","DJ102I 107641 Valea Doftanei","Hostel","N/A","Prahova",45.360459,25.734255,0
"Pensiunea Doftana","DJ102I 107640 Valea Doftanei","Hotel","N/A","Prahova",45.367305,25.737668,0
"Valea Doftanei.","Prahova, Romania","Attraction","N/A","Prahova",45.18870633333333,25.7820793888889,0
"The Gârbova Mountains.","Prahova, Romania","Attraction","N/A","Prahova",0,0,0
"Ploiești Shopping City","107070 Blejoi","Shopping Centre","N/A","Prahova",44.96698,25.97135,0
"Ploiești Vest","Romania","Railway Station","N/A","Prahova",44.924547,25.994754,0
"Ploiești Nord","Ploiești","Railway Station","N/A","Prahova",44.9533,26.02687,0
"Cinema City Afi Palace Ploiesti","Strada Calomfirescu 2 100028 Ploiești","Cinema","N/A","Prahova",44.94629,26.03181,0
"Gara de Sud","Strada Depoului 100335 Ploiești","Railway Station","N/A","Prahova",44.92565,26.02948,0
"Restaurant-Pub City Ploiesti","Bulevardul Republicii 100028 Ploiești","Restaurant","N/A","Prahova",44.950967,26.002019,0
"Hotel City Ploiesti","Bulevardul Republicii 152K 100072 Ploiești","Hotel","N/A","Prahova",44.95585,25.99095,0
"Ploiestii","Strada Diligenței 100575 Ploiești","Outdoor Area/Complex","N/A","Prahova",44.93757,26.03055,0
"La Cucina Ploiesti Shopping City","107070 Blejoi","Restaurant","N/A","Prahova",44.96527,25.97574,0
"Autogara Ploiești Sud","Strada Depoului 100335 Ploiești","Public Transport","N/A","Prahova",44.92504,26.02642,0
"Afi Palace Ploiești","Strada Calomfirescu Ploiești","Shopping Centre","N/A","Prahova",44.94706,26.03254,0
"Rar Ploiești","Strada Piramidei 4 Ploiești","Government or Community Facility","N/A","Prahova",44.940893,25.93856,0
"Hipodromul Ploiești","Ploiești","Sport Facility/Venue","N/A","Prahova",44.91062,26.03771,0
"The city of Ploiești.","Prahova, Romania","Attraction","N/A","Prahova",44.94231053846154,26.006827153846153,0
"Câmpina","DJ101R 107425 Poiana Câmpina","Railway Station","N/A","Prahova",45.13263,25.71144,0
"Primăria Campina","Bulevardul Culturii 18 105600 Câmpina","Government or Community Facility","N/A","Prahova",45.124612,25.731111,0
"Restaurant Oscar","Strada Siretului 105600 Câmpina","Hotel","N/A","Prahova",45.14425,25.73147,0
"Kaufland","105600 Câmpina","Food & Drink","N/A","Prahova",45.11657,25.74671,0
"The city of Câmpina.","Prahova, Romania","Attraction","N/A","Prahova",45.1295155,25.730182749999997,0
"The Oaș Country, with its strong Romanian folk traditions, on the North Eastern side of the county.","Satu Mare, Romania","Attraction","N/A","Satu Mare",0,0,0
"The Oaș Mountains.","Satu Mare, Romania","Attraction","N/A","Satu Mare",0,0,0
"The cities of Satu Mare and Carei.","Satu Mare, Romania","Attraction","N/A","Satu Mare",0,0,0
"Tășnad Resort.","Satu Mare, Romania","Attraction","N/A","Satu Mare",0,0,0
"The fortifications from Ardud and Medieșu Aurit","Satu Mare, Romania","Attraction","N/A","Satu Mare",0,0,0
"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Sibiu",45.79653,24.15249,0
